"soru_id","yil","ay","soru_no","soru_metni","secenek_A","secenek_B","secenek_C","secenek_D","dogru_cevap","kaynak"
"2022_2023_S10_SOZ_55466_EK","2022-2023","Ekim","10","Nüzhet Toydemir Gökdoğan, Türkiye’nin ilk kadın dekanı unvanıyla 1950’li yıllarda İstanbul Üniversitesinde Astronomi Kürsüsünün başına geçti ve sonrasında Türk Astronomi Derneğini kurdu. 1980’li yıllarda emekli olana dek gerek yaptığı araştırmalar, gerekse yetiştirdiği öğrencilerle Türkiye’de gök bilimin gelişmesine büyük katkı sağladı. Nüzhet Toydemir Gökdoğan; Cahit Arf, Mustafa İnan ve Nazım Terzioğlu ile birlikte Türk Matematik Derneğini de kurmuştur. Bu parçada aşağıdakilerden hangisine uyulmamasından kaynaklanan bir noktalama yanlışı yapılmıştır?","Gayrimüslimlerin çoğunluğu oluşturduğuna","Ticaret yolları üzerinde bulunduğuna","Fikir akımlarının etkisinde kaldığına","Farklı inançlara ev sahipliği yaptığına","A","SOZ_55466_EKIM_1"
"2022_2023_S02_SOZ_55466_EK","2022-2023","Ekim","2","Tevfik Fikret Osmanlı son dönem şairidir. Batı medeniyetinin örnek alınması gerektiğini savunan Tevfik Fikret’in bu yöndeki fikirleri, Mustafa Kemal üzerinde özellikle inkılapların oluşturulmasında etkili olmuştur. Jean-Jacques Rousseau Aydınlanma dönemi Fransız yazar ve düşünürüdür. Ulusal Devlet anlayışını benimseyen Rousseau, bu düşüncesi ile Mustafa Kemal’i derinden etkilemiştir. Mustafa Kemal, “Egemenlik kayıtsız şartsız milletindir.” sözünü Rousseau’dan esinlenerek söylemiştir. Bu bilgilere göre Mustafa Kemal için, I. Çağdaş ve yenilikçi bir kişiliğe sahiptir. II. Yerli ve yabancı düşünürlerden ilham almıştır. III. Demokratik yönetim anlayışını benimsemiştir çıkarımlarından hangileri yapılabilir?","Yalnız I","I ve II","II ve III","I, II ve III","D","SOZ_55466_EKIM_1"
"2023_2024_S01_soz (1)","2023-2024","Bilinmiyor","1","İslam Medeniyetinin Altın Çağının Kâşifi 1951 İstanbul Üniversitesi Edebiyat Fakültesini bitirdikten sonra Arap dili ve edebiyatı üzerine çalışmaya başladı. 1954 “Buhari’nin Kaynakları” adlı doktora tezini tamamladı. 1966 Cabir bin Hayyan üzerine hazırladığı tezle profesör oldu. 2018 30 Haziran’da vefat etti. 1924 24 Ekim’de Bitlis’te dünyaya geldi. “Arap İslam Bilim Tarihi” Bazı Eserleri “İslam’da Bilim ve Teknik” “İslam Uygarlığında Mimari, Geometri, Fizik, Kimya, Tıp, Saatler, Optik, Minareller, Savaş Tekniği, Antik Objeler” “İslam Uygarlığında Astronomi, Coğrafya ve Denizcilik” “Tanınmayan Büyük Çağ İslam Bilim ve Teknoloji Tarihi’nden” “Amerika Kıtasının Müslüman Denizciler Tarafından Kolomb Öncesi Keşfi ve Pîrî Reis” Prof. Dr. Fuat Sezgin, yaptığı çalışmalar ve ortaya koyduğu eserlerle bilimler tarihi alanında dünyanın en önemli otoritelerinden biri olarak kabul ediliyor. Latince, Arapça ve Almanca dâhil olmak üzere 27 dili çok iyi derecede biliyordu. Cumhurbaşkanlığı tarafından 2019, “Prof. Dr. Fuat Sezgin Yılı” ilan edildi. Bu parçaya göre “Prof. Dr. Fuat Sezgin” ile ilgili aşağıdakilerden hangisi söylenebilir?","Yaptığı çalışmalardan dolayı ödüller almıştır.","Farklı dillerde pek çok eser yazmıştır.","Çeşitli üniversitelerde dersler vermiştir.","Kendini kabul ettirmiş, başarılı bir bilim insanıdır.","D","soz (1)"
"2023_2024_S02_soz (1)","2023-2024","Bilinmiyor","2","Şiirimizin aksakalı Bahattin Karakoç, 5 Mart 1930 tarihinde şairler diyarı Kahramanmaraş’ın Elbistan ilçesine bağlı Ekinözü köyünde doğdu. Türk şiirinin ihtiyar delikanlısı olarak da nitelendirebileceğimiz Karakoç, tam anlamıyla şiire tutkundu. Bu parçada aşağıdaki yazım kurallarından hangisinin örneği yoktur?","Özel adlara getirilen iyelik, durum ve bildirme ekleri kesme işaretiyle ayrılır.","Belirli bir tarih bildiren ay ve gün adları büyük harfle başlar.","Özel ada dâhil olmayıp tamlama kuran şehir, il, belde vb. sözler küçük harfle başlar.","Akrabalık adı olup lakap veya ünvan olarak kullanılan kelimeler büyük harfle baş­lar.","D","soz (1)"
"2023_2024_S03_soz (1)","2023-2024","Bilinmiyor","3","İnsanın zaman karşısındaki durumu yavru balığın, akış hızı yüksek bir ırmak karşısındaki durumuna benzer. Akıntı, o istese de istemese de balığı sürükleyecektir. Dünler ardı ardına dizilecek, gelecek denilen o uzak ülke bir anda geçmişe dönecektir. Bu parçadaki altı çizili söz öbeğiyle zamanın hangi yönü vurgulanmıştır?","Sıkıntılı anlarda geçmiyor hissi vermesi","İnsanları geçmişe sürüklemesi","Şiddetli ve karşı konulamaz olması","Geleceğe ulaşma isteği oluşturması","C","soz (1)"
"2023_2024_S04_soz (1)","2023-2024","Bilinmiyor","4","Aşağıdaki cümlelerden hangisinin yüklemi etken ve geçişlidir?","Öğrenciler müzeye geçen sene de öğretmenleriyle gelmiş.","Bu adada yaşayanlar çöplerini türlerine ayırarak biriktiriyorlar.","Kardeşimin odası doğum gününde balonlarla süslendi.","Sohbetin en hararetli anında birden ayağa kalktı.","B","soz (1)"
"2023_2024_S05_soz (1)","2023-2024","Bilinmiyor","5","Hikâyeler, insanlara bilgi aktarmaktan ziyade hayat tecrübesi kazandırır. Yazar, okura yaşamla ilgili ipuçları verir fakat sonunda okura bir görev bırakır. Her okur, hikâyeden kendine bir hisse çıkarır. Okurun, heybesine alacağı hisse ise hayal ve kavrama gücü kadardır. Bu parçadan aşağıdakilerin hangisine ulaşılabilir?","İnsana yaşamla ilgili deneyim kazandıran hikâyeler daha çok okunur.","Hikâye; insanları eğitmek için ortaya çıkan, eski bir edebî türdür.","Hikâye anlatma yoluyla genç nesillerin eğitilmesi daha kolay olacaktır.","Okurun hikâyeden ne öğrendiği, ondan ne anladığıyla ilişkilidir.","D","soz (1)"
"2023_2024_S06_soz (1)","2023-2024","Bilinmiyor","6","Son zamanlarda geliştirilen yapay zekâ modelleri, görüntüleri tanımak ve konuşmak da dâhil olmak üzere etkileyici birçok başarıya sahip. Ancak yapay zekânın, insan benzeri davranışlar sergileme konusundaki başarısı tam anlamıyla insanlar gibi düşünebileceğini göstermiyor. İnsanların dünyayı nasıl algıladığını inceleyen araştırmacılar, yapay zekâ sistemlerinin düşünme ve öğrenme biçiminin insanınkinden temel olarak farklı olduğunu vurguluyor. Gerçek şu ki yapay zekânın insan gibi düşünebilmesi için üzerinde uzun süre çalışılması gerekiyor. Bu parçanın anlatımıyla ilgili, I. Örneklendirmeye yer verilmiştir. II. Karşılaştırmadan yararlanılmıştır. III. Tanımlama yapılmıştır. yargılarından hangileri doğrudur?","Yalnız II","I ve II","I ve III","II ve III","B","soz (1)"
"2023_2024_S08_soz (1)","2023-2024","Bilinmiyor","8","Malatya’daki Arslantepe Höyüğü’nün, Anadolu’nun ilk yerleşim yeri olması nedeniyle tarihte önemli bir yeri vardır. 1961’den sonra yapılan kazılarda Arslantepe’de gün yüzüne çıkarılan eserler, yazılı tarihin de seyrini değiştirecek öneme sahip. Günümüze kadar devam eden kazılar her yıl ağustos ayında başlayıp ekim ayının sonunda biter. Kazılarda şu ana kadar MÖ 3000’li yıllara ait binlerce metal eser, tapınak ve kerpiç saray bulundu. Dünyanın en eski kerpiç sarayı olan bu yapıda bir de kerpiç taht gün yüzüne çıkarıldı. Arslantepe’de çıkarılan eserler, o dönemde Arslantepe’nin resmî, dinî ve kültürel bir merkez olduğunu da ortaya koyuyor. Bu parçada “Arslantepe Höyüğü” ile ilgili aşağıdakilerden hangisine ulaşılabilir?","Anadolu’daki en büyük yerleşim yeri kabul edildiğine","Yazılı tarihin başladığı yer olduğuna","Yönetim merkezi olarak kullanıldığına","İlk kazının 1961 yılında yapıldığına","C","soz (1)"
"2023_2024_S09_soz (1)","2023-2024","Bilinmiyor","9","Erzurum’un simgelerinden olan “Taşhan” Kanuni Sultan Süleyman Dönemi’nde Sadrazam Rüstem Paşa tarafından inşa ettirilmiştir. Osmanlı mimarisinin şaheserlerinden biri sayılan Taşhan, zamanında yolcuların gece gündüz her çeşit ihtiyaçlarının karşılandığı bir yer iken günümüzde Oltu taşı ürünlerinin üretim ve satış merkezi olarak varlığını sürdürmektedir. Doğu-batı yönünde sivri kemerli iki kapısı bulunan avlunun etrafına kurulmuş 32 oda, ziyaretçilerin tarihi solumasını sağlamaktadır. Bu parçada “Taşhan”la ilgili aşağıdakilerin hangisinden söz edilmemiştir?","Yalnız I","I ve II","I ve III","II ve III Mustafa Kemal’i etkileyen düşünürlerden biri Tevfik Fikret’tir. Batı medeniyetinin örnek alınması gerektiğini savunan Tevfik Fikret’in bu yöndeki fikirleri, Mustafa Kemal üzerinde özellikle inkılaplar yapılırken etkili olmuştur. Mustafa Kemal “Ben inkılap ruhunu ondan aldım.” diyerek Tevfik Fikret’ten nasıl etkilendiğini ifade etmiştir. Mustafa Kemal yabancı yazarların fikirlerinden de yararlanmıştır. Özellikle Fransız İhtilali’ne zemin hazırlayan Montesquieu (Monteskiyö) ve Jean Jacques Rousseau’nun (Jan Jak Russo) fikirleri Mustafa Kemal üzerinde etkili olmuştur. Mustafa Kemal “Egemenlik, kayıtsız şartsız milletindir.” sözünü Rousseu’dan esinlenerek söylemiştir.","D","soz (1)"
"2023_2024_S01_soz","2023-2024","Bilinmiyor","1","MİLLÎ EĞİTİM BAKANLIĞI (MEB), CUMHURİYET’İN 100. YAŞINI ÇEŞİTLİ ETKİNLİKLERLE KUTLADI • Millî Eğitim Bakanlığınca Cumhuriyet’in 100. yılı dolayısıyla 81 il ve yurt dışı temsilciliklerinde Cumhuriyet kazanımlarının gelecek kuşaklara aktarılması için yarışmalar, sempozyumlar, sanatsal ve kültürel faaliyetler düzenlendi. • Cumhuriyet’in 100. yaşına özel etkinliklerde; Cumhuriyet’in kurucusu Gazi Mustafa Kemal Atatürk başta olmak üzere Millî Mücadele kahramanlarıyla millî birlik, vatan sevgisi, yurt savunması temaları ele alındı. • Etkinliklerde Türk milletinin, ""Milletin bağımsızlığını yine milletin azim ve kararı kurtaracaktır."" ilkesi ile dillere destan bir Millî Mücadele yürüttüğüne vurgu yapıldı. • Okul ve kurumlardaki etkinliklere şehit yakınları ve gazilerin davet edilmesine özen gösterildi. CUMHURİYETİMİZİN 100. YILI Bu bilgilendirici görselde “MEB’in, Cumhuriyet’in 100. yılı dolayısıyla hazırladığı etkinliklerle ilgili” aşağıdakilerden hangisine değinilmemiştir?","Gerçekleştirilme amacına","Ne kadar sürdüğüne","Hangi konuların işlendiğine","Düzenlenen programlara","B","soz"
"2023_2024_S02_soz","2023-2024","Bilinmiyor","2","Bir şiirin ortaya çıkmasını tetikleyen unsur, çoğu zaman bir kelime ya da dizedir. Şair, dizeyi ya da kelimeyi bir kıvılcım olarak düşünür ve bu kıvılcımı ateşe dönüştürmek için çabalar. Bu parçadaki altı çizili sözle anlatılmak istenen aşağıdakilerden hangisidir?","Şiir hâline getirmek","Konuyu ön plana çıkarmak","Coşkulu bir anlatım ortaya koymak","Hep aynı kalıpları denemek","A","soz"
"2023_2024_S03_soz","2023-2024","Bilinmiyor","3","Yüz yüze oyun etkinliklerinden biri olan ve en az iki kişiyle oynanan “isim-şehir oyunu” kelime bilgisine dayanır. Oyuncular ellerine kâğıt ve kalem alır. Kâğıtlara “İsim, Şehir, Bitki, Hayvan, Ülke, Ünlü Kişi” başlıklarını yazar. Oyunculardan biri, alfabedeki harfleri içinden, sırasıyla saymaya başlar. Bir başka oyuncu “Dur!” deyince sayan kişi hangi harfte kaldıysa o harfi oyunculara söyler. Oyuncular; kendi kâğıtlarına o harfle başlayan isim, şehir, bitki, hayvan, ülke ve ünlü kişi isimlerini yazar. Turu ilk tamamlayan kişi, 10’a kadar saymaya başlar; “10!” deyince herkes kalemleri bırakır. Oyun bu şekilde devam eder. Her başlıkla ilgili doğru cevap 10 puan değerindedir. Aynı doğru cevabı yazanlar ise 5 puan alır. En çok puan toplayan kişi, oyunu kazanır. Bu parçada “isim-şehir oyunu”yla ilgili aşağıdaki sorulardan hangisinin cevabı yoktur?","Puanlama nasıl yapılır?","Kaç kişiyle oynanır?","Alfabedeki harfleri sayan kişi nasıl seçilir?","Oyunu kazanmak için ne yapmak gerekir?","C","soz"
"2023_2024_S04_soz","2023-2024","Bilinmiyor","4","Aslı, Buse, Ceyda ve Didem pikniğe giderken yanlarına ikisi kedi, ikisi köpek, ikisi yavru, ikisi yetişkin olan Duman, Fındık, Lodos ve Zeytin adlı evcil hayvanlarını da almışlardır. Bu evcil hayvanlarla ilgili bilinenler şunlardır: • Lodos ve Zeytin yavrudur. • Fındık, köpek; Zeytin ise kedidir. • Ceyda’nın evcil hayvanı köpek, Aslı’nınki ise kedidir. • Aslı ve Didem’in evcil hayvanları yetişkindir. Buna göre Buse’nin evcil hayvanı aşağıdakilerden hangisidir?","Zeytin","Duman","Lodos","Fındık","A","soz"
"2023_2024_S05_soz","2023-2024","Bilinmiyor","5","Hayranlıkla baktığımız tablolar çoğu zaman tek seferde ortaya çıkmaz. Sanatçılar, genellikle işe bir taslak çizerek başlarlar. Ancak tablonun yapım aşamasında bazen fikir değiştirip tabloya planda olmayan figürler ekler ya da önceden çizdikleri figürleri silip üzerine yeni bir resim çizerler. Sanatçının, bir resmi yaparken fikir değiştirip birtakım değişikliklere başvurduğunu gösteren bu izleri anlatmak için Türkçe karşılığı “pişmanlık” olan, İtalyanca “pentimento” kelimesi kullanılır. Pentimento, bir resmin orijinalliği hakkında bilgi verir. Ünlü sanat eserlerinin taklitlerinde pentimentolara rastlanmaz. Çünkü ünlü eserlerin taklitlerini çizen ressamlar resmi yaparken fikir değiştirmez, sadece gördüklerini yansıtırlar. Bu parçadan “pentimento” ile ilgili aşağıdakilerden hangisine ulaşılabilir?","Ressamların, kendilerini geliştirmelerini sağladığına","Sanatçıların üretkenliğini olumsuz etkilediğine","Eserin özgünlüğü ile ilgili ipucu verdiğine","Örneğinin çok az olduğuna","B","soz"
"2023_2024_S06_soz","2023-2024","Bilinmiyor","6","2023 yılı, ülkemizde Mevlâna Yılı ilan edildi. 13. yüzyılın başlarında Afganistan'ın Belh şehrinde doğdu. Moğol İstilası nedeniyle küçük yaşlarda bu şehirden ayrıldı. Anadolu’nun bazı şehirlerinde bir süre yaşadı. “Gel; ne olursan ol, yine gel!” çağrısıyla tüm dünyada yankı uyandıran, Anadolu topraklarında kalpleri sevgi ve şefkat hamuruyla yoğuran, büyük Türk düşünürü Mevlâna Celâlettin Rumi’nin hayatı, fikirleri ve eserleri asırlardır insanlığın yolunu aydınlatmaktadır. Dinî bilgilerden edebiyata, sağlıktan insan ilişkilerine ve hayata dair pek çok konuya yer verdiği altı ciltlik “Mesnevi” adlı eseriyle Anadolu’da millet olma şuurunu yerleştirmiştir. Anadolu Selçuklu Sultanı Alâattin Keykubat’ın daveti üzerine Konya’ya göç etti. Belh’ten Konya’ya uzanan yolculuğunda uğradığı şehirlerde çeşitli âlimlerden dersler aldı. Hayatını “Hamdım, yandım, piştim.” sözleriyle özetleyen Mevlâna, 17 Aralık 1273’te vefat etti. Ölüm onun için Allah’a kavuşmaktı. Bu nedenle vefat ettiği gün “düğün gecesi” anlamına gelen “Şebiarus” adıyla anılıyor. Bu parçadan Mevlâna ile ilgili aşağıdakilerden hangisi çıkarılamaz?","Farklı âlimlerden ilim öğrendiği","Evrensel mesajlarıyla insanlığa yol gösterdiği","Halka ilim öğretmesi için Konya’ya davet edildiği","Anadolu’da millî bilincin sağlanmasına katkı sunduğu 7 ve 8. soruları aşağıdaki parçaya göre cevaplayınız. Yerleşik hayatın olmazsa olmaz şartlarından biri şehir kültürü, şehir kültürünün asli unsurlarından biri de mimaridir. Türkler, eski dönemlerde -her ne kadar yarı göçebe bir hayat tarzına sahip olsa da- yerleşik hayatın gerektirdiği unsurları da içinde barındıran bir medeniyet geliştirmişler; bunun sonucu olarak da pek çok mimari terim kullanmışlardır. Kaşgarlı Mahmut tarafından kaleme alınan ve Türkçenin bilinen en eski sözlüğü olarak kabul edilen Divanu Lügati’t-Türk’te Türk şehirciliği ve mimarisi hakkında ipuçları veren pek çok sözcük yer almaktadır. Bagna (merdiven basamağı), alaçu (çadır), çekük (çekiç), törpigü (ağaç yontacak keser), balık (kale, şehir), kapga (kale kapısı, büyük kapı) bu eserde yer alan mimarlık terimlerinden bazılarıdır.","C","soz"
"2023_2024_S07_soz","2023-2024","Bilinmiyor","7","Bu parça aşağıdaki metin türlerinden hangisinin özelliklerini yansıtmaktadır?","Makale","Deneme","Roman","Destan","A","soz"
"2023_2024_S08_soz","2023-2024","Bilinmiyor","8","Bu parçada aşağıdaki düşünceyi geliştirme yollarından hangisine başvurulmuştur?","Sayısal verilerden yararlanma","Örneklendirme","Tanık gösterme","Benzetme","B","soz"
"2023_2024_S09_soz","2023-2024","Bilinmiyor","9","Aşağıdaki dizelerin hangisinde fiilimsi kullanılmamıştır?","Bana çarptıkça anlar Yağmur, yağmur olduğunu","Umudum ceylandır engin ovada Sağ salim geçecek yol arar durur","Çamlıbel’den Tokat’a doğru Tozlu yolların aktığı ırmak","Yaprakla kuşun parıltısından Havuzun suyu erguvana döndü","D","soz"
"2023_2024_S10_soz","2023-2024","Bilinmiyor","10","Doğa, insanda harekete geçmek için farklı duygular uyandıran bir etkinlik alanı olarak düşünülmektedir. Çimenlerle kaplı tepenin ardında ne olduğunu görme merakı, nehri takip edip büklümden sonra nehrin nereye doğru aktığını bilme isteği, bir patikadan tepeye çıkma hevesi doğayla ilişki kurmanın en basit yollarıdır. Doğayla sınırlarınızı test etmek için yürürsünüz, koşarsınız ve tırmanırsınız. Bu parçada virgülün aşağıdaki işlevlerinden hangisi kullanılmamıştır?","Millî kongrelerin toplanması","Millî cemiyetlerin birleştirilmesi","Kuva-yı Millîye’nin oluşturulması","Mebusan Meclisinin kapatılması","D","soz"
"2023_2024_S01_sozel_1","2023-2024","Bilinmiyor","1","Hikâyelerimi oluştururken çoğu zaman “Böyle bir şeyi nasıl düşündüm?” diyerek kendi kendime şaşırırım. İnsan zihni çok farklı bir biçimde işliyor, yazı da o farklı işleyişin sonunda ortaya çıkıyor; bu bana çok - - - - geliyor. Kafamda yer eden olaylar, gözlemlediğim mekânlar -unuttum sanırken- bir öyküde kusursuz bir şekilde - - - -. Kurgusal metinlerin etkileyiciliği de bundan kaynaklanıyor bence. Bu parçada boş bırakılan yerlere anlam akışına göre aşağıda verilenlerden hangisi sırasıyla getirilmelidir?","anlamsız - boy gösteriyor","olağanüstü - zihnimi bulandırıyor","büyüleyici - yerini buluyor","yabancı - gözden kaçıyor","C","sozel_1"
"2023_2024_S02_sozel_1","2023-2024","Bilinmiyor","2","Aşağıdaki dizelerin hangisinde yay ayraç içinde verilen söz sanatı yoktur?","Yeniden okunan bir kitabın dostluğunu taşır dalgalar Yosunlar tanıdık satırlar olur (Benzetme)","Yükseğinde büyük namlı karın var Alçağında mor sümbüllü bağın var (Karşıtlık)","Bu yağmur, bu yağmur bir gün dinince Aynalar yüzümü tanımaz olur (Kişileştirme)","Kazanmak istersen sen de zaferi Gürleyen sesinle doldur gökleri (Konuşturma)","D","sozel_1"
"2023_2024_S03_sozel_1","2023-2024","Bilinmiyor","3","Anadolu’nun bir kasabasında, kitaplığı olan bir evde doğup büyüdüm. Sağlam bir bağ kurdum bu sayede kitaplarla. İlkokul ve ortaokulda girişken bir çocuktum, lise yıllarımda ise biraz içe dönüktüm. Kitaplarla aram hep iyiydi ama. Keyifsiz anlarımda kitaplarla moral bulurdum. Babam öğretmendi, onun kitapları da miras kaldı bana. Kendini bu sözlerle ifade eden bir kişiyle ilgili aşağıdakilerden hangisi söylenemez?","Kitap okumayı sevmesinde yetiştiği ortamın etkili olduğu","Yazarlığı tercih etmesinde babasının rolünün bulunduğu","Sıkıntılı hissettiği zamanlarda kitaplara tutunduğu","Yaşamının bir döneminde sosyal ilişkilerinin zayıfladığı","B","sozel_1"
"2023_2024_S06_sozel_1","2023-2024","Bilinmiyor","6","Halil İnalcık’ın kronolojik sıraya göre derlediği bazı makaleleri “Osmanlı Deniz Egemenliği” adlı eserde ilk kez toplu olarak okurla buluştu. Eser, kuruluşundan 17. yy. ortalarına kadar Osmanlının denizlerdeki varlığını, askerî ve teknik gelişimini ele alıyor. Halil İnalcık beş ana başlık altında topladığı makalelerinde Osmanlının Akdeniz ve Karadeniz’de nasıl büyük bir deniz gücü hâline geldiğine, Fatih Sultan Mehmet Devri sonrası denizcilik faaliyetlerine, Boğazlardaki egemenlik mücadelelerine ve Osmanlı deniz tarihine dair pek çok konuyu ayrıntılı biçimde inceliyor. Bu parçadan “Osmanlı Deniz Egemenliği” adlı eserle ilgili, l. Osmanlı tarihini bazı yönleriyle ele almaktadır. ll. Halil İnalcık’ın kimi makalelerinin bir araya getirilmesiyle oluşturulmuştur. lll. Türk denizciliğinin gelişimini kapsamlı bir şekilde anlatan ilk eserdir. yargılarından hangilerine ulaşılabilir?","Yalnız I","Yalnız III","l ve ll","ll ve lll","C","sozel_1"
"2023_2024_S07_sozel_1","2023-2024","Bilinmiyor","7","Yapay zekâ uygulamaları, hayatın her alanında kullanılmaya başlandı. Bu uygulamaların birinde, merak ettiğiniz bir konuyla ilgili bilgi istediğinizde yapay zekâ size yazılı cevaplar veriyor. Yapay zekânın bu özelliğinden tam olarak faydalanabilmek için soruların veya istenen bilgilerin sınırlarının belirginleştirilmesi gerekiyor. Örneğin “Bugün hava nasıl?” sorusu yerine “Bu sabah Ankara’da hava nasıl?” sorusunu sorduğunuzda daha net bir yanıt alabilirsiniz. Yapay zekâ, mecazlı ifadeleri de net bir şekilde algılayamıyor. Bu nedenle “Yahya Kemal Beyatlı kaç yılında hayata gözlerini yumdu?” yerine “Yahya Kemal Beyatlı kaç yılında öldü?” sorusunu sormanız yapay zekânın size daha net cevap vermesini sağlayacaktır. Ayrıca yapay zekâ, kabalıktan da hoşlanmıyor; sorularınızı veya istediğiniz bilgileri emredici bir üslupla ifade ettiğinizde size beklediğiniz şekilde kesin bilgiler veremiyor. Bu parçaya göre yapay zekânın aşağıdakilerden hangisine doğru bilgi vermesi beklenir?","Osmanlı Devleti’nde “Muhteşem” lakabıyla tanınan padişah kimdir?","Türk edebiyatından okuyucunun yüreğine işleyen bir roman önerir misin?","Bana İstanbul’da yöresel yemekleriyle ünlü bir lokanta ismi ver hemen!","A Millî Takımımızın rakiplerinin kimler olduğunu öğrenmek istiyorum.","A","sozel_1"
"2023_2024_S08_sozel_1","2023-2024","Bilinmiyor","8","Aşağıdaki tabloda bazı illerin birbirine olan mesafeleri gösterilmiştir. Satır ve sütunlarda verilen illerin kesiştikleri kutucuk, iki ilin arasındaki mesafeyi göstermektedir. Örneğin Adana-Antalya arasındaki mesafe 548 km’dir. Tablo: İller Arası Mesafe Cetveli İl Adı Adana Adıyaman Afyonkarahisar Ağrı Amasya Ankara Antalya Artvin Adana 0 338 579 978 604 492 548 1005 Adıyaman 338 0 917 646 628 738 886 717 Afyonkarahisar 579 917 0 1320 596 255 287 1225 Ağrı 978 646 1320 0 740 1056 1426 365 Amasya 604 628 596 740 0 331 824 679 Ankara 492 738 255 1056 331 0 543 960 Antalya 548 886 287 1426 824 543 0 1433 Artvin 1005 717 1225 365 679 960 1433 0 Aşağıdakilerin hangisinde Ankara’nın bu tabloda verilen illere uzaklığı doğru gösterilmiştir? Adana 1200 1000 800 600 400 200 0 İller Uzaklık (km)","Adıyaman Afyonkarahisar Ağrı Amasya Antalya Artvin Adana 1200 1000 800 600 400 200 0 İller Uzaklık (km)","Adıyaman Afyonkarahisar Ağrı Amasya Antalya Artvin Adana 1200 1000 800 600 400 200 0 İller Uzaklık (km)","Adıyaman Afyonkarahisar Ağrı Amasya Antalya Artvin Adana 1200 1000 800 600 400 200 0 İller Uzaklık (km)","Adıyaman Afyonkarahisar Ağrı Amasya Antalya Artvin","A","sozel_1"
"2023_2024_S09_sozel_1","2023-2024","Bilinmiyor","9","Bir araştırmaya göre insanların -yaşamları boyunca bahsedebilecekleri sayısız konu olsa da- en çok kendileri hakkında konuştukları tespit edilmiş. Uzmanlara göre bunun basit bir nedeni var: - - - -. Bu nedenle kendisi hakkında konuşmak insana iyi hissettiriyor. İnsanın kendini anlatma merakı, sosyal medya söz konusu olduğunda çok daha belirgin bir şekilde ortaya çıkıyor. Öyle ki insanlar yüz yüze yaptıkları konuşmaların %60’ında, sosyal medyada yaptıkları yazışma ve konuşmaların ise %80’inde kendilerinden bahsediyorlar. Bu parçada boş bırakılan yere anlam akışına göre aşağıdakilerden hangisi getirilmelidir?","İnsanlar pek çok konuda kendilerinin haklı olduğunu düşünüyorlar","Gelecekle ilgili planlar yapmanın, insanı rahatlatan ve iyileştiren bir yönü vardır","İnsan, kendisinden bahsettiğinde beyninin hazla ilişkili bölümü harekete geçiyor","Başkalarının duygu ve düşüncelerini dinlemek insanı mutlu ediyor","C","sozel_1"
"2023_2024_S10_sozel_1","2023-2024","Bilinmiyor","10","Aşağıdakilerin hangisinde altı çizili bölüm cümlenin öznesi değildir?","Yalnız I","I ve II","I ve III","II ve III","A","sozel_1"
"2024_2025_S01_sozel (1)","2024-2025","Bilinmiyor","1","I. Satın aldığımız gıda ürünlerinden yabancı madde çıkarsa hemen şikâyette bulunmalıyız. II. Öğrenci değişim programıyla ülkemize yabancı öğrenciler geldi. III. Yabancı araçlar sitemizin otoparkına bundan sonra giremeyecek. Aşağıdakilerden hangisi “yabancı” sözcüğünün numaralanmış cümlelerde kazandığı anlamlardan biri değildir?","Osmanlıdan kalma PTT Müzesinin giriş bölümünde karşılaştığınız savaş tablosunda Türk askerleriyle müttefik as­ kerlerin 1855 yılında Kırım Zaferi’nin ardından Sivastopol’a girişi tasvir edilmiştir.","Türk askerleriyle müttefik askerlerin Kırım Zaferi’nin ardından Sivastopol’a girişinin tasvir edildiği savaş tablosuyla 1855 yılında Osmanlıdan kalma PTT Müzesinin giriş bölümünde karşılaşırsınız.","PTT Müzesinin giriş bölümünde 1855 yılında karşılaştığınız Osmanlıdan kalma savaş tablosunda Türk askerleriyle müttefik askerlerin Kırım Zaferi’nin ardından Sivastopol’a girişi tasvir edilmiştir.","1855 yılında Türk askerleriyle müttefik askerlerin Kırım Zaferi’nin ardından Sivastopol’a girişinin tasvir edildiği Os­ manlıdan kalma bir savaş tablosuyla PTT Müzesinin giriş bölümünde karşılaşırsınız.","C","sozel (1)"
"2024_2025_S03_sozel (1)","2024-2025","Bilinmiyor","3","Aşağıdakilerin hangisinde yer tamlayıcısı eksikliğinden kaynaklanan bir anlatım bozukluğu bulunmaktadır?","Bazı insanlar sizden çok büyük başarı bekler ama yol göstermez.","Israrla bana sorular yöneltiyordu ancak bir türlü aklım almıyordu.","Bu söylenenleri hiçbirimiz yapacak değildik, sadece nezaketen dinliyorduk.","Ben kuşlara bakıp ona şiir yazmayı; o, göçmen kuşlar gibi uzakları seviyordu.","A","sozel (1)"
